市場,日付,銘柄名,株価,始値,高値,安値,終値
東証１,04月28日,9434ソフトバンク,"1,458.0円","1,426.0","1,458.0","1,425.0","1,458.0"
東証１,04月28日,9434ソフトバンク,"1,458.0円","1,426.0","1,458.0","1,425.0","1,458.0",情報・通信業,14.4倍,7.14倍,5.83％,2.77倍,"9,681,200株","13,992百万円","1,445.267円","5,952回","145,800円",100株,"6兆9,797億円"
