市場,銘柄名,日付,日時,株価,前日比,前日終値,始値,高値,安値
国内指数,日経平均株価,04/24,04/2420分ディレイ株価,"19,262.00",-167.44（-0.86%）,"19,429.44","19,331.86","19,352.24","19,175.38"
