市場,銘柄名,株価,前日比,前日終値,始値,高値,安値,出来高,52週高値,52週安値
海外指数,NYダウ,"23,775.27",260.01,"23,515.26","23,628.24","23,826.00","23,417.68","379,306,822","29,568.57","18,213.65"
